animal,hour,date
ZAMURO,09:00,2023-08-28
VACA,10:00,2023-08-28
GALLO,11:00,2023-08-28
PESCADO,12:00,2023-08-28
GALLINA,01:00,2023-08-28
CEBRA,02:00,2023-08-28
DELFÍN,03:00,2023-08-28
PERRO,04:00,2023-08-28
DELFÍN,05:00,2023-08-28
CHIVO,06:00,2023-08-28
CEBRA,07:00,2023-08-28
RANA,09:00,2023-07-06
RATÓN,10:00,2023-07-06
ELEFANTE,11:00,2023-07-06
GALLO,12:00,2023-07-06
CHIVO,01:00,2023-07-06
CABALLO,02:00,2023-07-06
PERRO,03:00,2023-07-06
CAMELLO,04:00,2023-07-06
GATO,05:00,2023-07-06
OSO,06:00,2023-07-06
PESCADO,07:00,2023-07-06
RANA,09:00,2020-02-07
OSO,10:00,2020-02-07
TORO,11:00,2020-02-07
CABALLO,12:00,2020-02-07
CARNERO,01:00,2020-02-07
ALACRÁN,03:00,2020-02-07
CHIVO,04:00,2020-02-07
BURRO,05:00,2020-02-07
LEÓN,06:00,2020-02-07
RANA,07:00,2020-02-07
ARDILLA,09:00,2022-01-17
CIEMPIÉS,10:00,2022-01-17
ARDILLA,11:00,2022-01-17
ALACRÁN,12:00,2022-01-17
LAPA,01:00,2022-01-17
VENADO,02:00,2022-01-17
TORO,03:00,2022-01-17
CIEMPIÉS,04:00,2022-01-17
TIGRE,05:00,2022-01-17
OSO,06:00,2022-01-17
GALLINA,07:00,2022-01-17
BURRO,09:00,2021-03-13
DELFÍN,10:00,2021-03-13
OSO,11:00,2021-03-13
CAMELLO,12:00,2021-03-13
CABALLO,01:00,2021-03-13
ELEFANTE,03:00,2021-03-13
CHIVO,04:00,2021-03-13
PALOMA,05:00,2021-03-13
GATO,06:00,2021-03-13
RANA,07:00,2021-03-13
DELFÍN,09:00,2023-03-22
IGUANA,10:00,2023-03-22
RATÓN,11:00,2023-03-22
GATO,12:00,2023-03-22
PAVO,01:00,2023-03-22
ALACRÁN,02:00,2023-03-22
ZAMURO,03:00,2023-03-22
TIGRE,04:00,2023-03-22
ÁGUILA,05:00,2023-03-22
MONO,06:00,2023-03-22
MONO,07:00,2023-03-22
VENADO,09:00,2021-07-31
CULEBRA,10:00,2021-07-31
RATÓN,11:00,2021-07-31
CHIVO,12:00,2021-07-31
CHIVO,01:00,2021-07-31
VACA,03:00,2021-07-31
MONO,04:00,2021-07-31
RANA,05:00,2021-07-31
ALACRÁN,06:00,2021-07-31
JIRAFA,07:00,2021-07-31
OSO,09:00,2021-12-19
CAIMÁN,10:00,2021-12-19
CERDO,11:00,2021-12-19
MONO,12:00,2021-12-19
GATO,01:00,2021-12-19
ALACRÁN,02:00,2021-12-19
JIRAFA,03:00,2021-12-19
CABALLO,04:00,2021-12-19
BURRO,05:00,2021-12-19
GALLINA,06:00,2021-12-19
GATO,07:00,2021-12-19
ÁGUILA,09:00,2023-11-11
IGUANA,10:00,2023-11-11
GALLO,11:00,2023-11-11
CAMELLO,12:00,2023-11-11
PALOMA,01:00,2023-11-11
ARDILLA,02:00,2023-11-11
RANA,03:00,2023-11-11
ZAMURO,04:00,2023-11-11
GALLO,05:00,2023-11-11
TIGRE,06:00,2023-11-11
PESCADO,07:00,2023-11-11
LEÓN,09:00,2021-07-02
CIEMPIÉS,10:00,2021-07-02
OSO,11:00,2021-07-02
PESCADO,12:00,2021-07-02
ZORRO,01:00,2021-07-02
GATO,03:00,2021-07-02
CARNERO,04:00,2021-07-02
VENADO,05:00,2021-07-02
MONO,06:00,2021-07-02
GALLO,07:00,2021-07-02
VACA,09:00,2023-10-03
CAMELLO,10:00,2023-10-03
DELFÍN,11:00,2023-10-03
VENADO,12:00,2023-10-03
MONO,01:00,2023-10-03
MONO,02:00,2023-10-03
BALLENA,03:00,2023-10-03
PERRO,04:00,2023-10-03
CEBRA,05:00,2023-10-03
ALACRÁN,06:00,2023-10-03
CAMELLO,07:00,2023-10-03
VENADO,09:00,2021-02-03
GALLINA,10:00,2021-02-03
LAPA,11:00,2021-02-03
PESCADO,12:00,2021-02-03
CULEBRA,01:00,2021-02-03
ELEFANTE,03:00,2021-02-03
CERDO,04:00,2021-02-03
CABALLO,05:00,2021-02-03
GALLINA,06:00,2021-02-03
ZAMURO,07:00,2021-02-03
DELFÍN,09:00,2020-09-24
CULEBRA,10:00,2020-09-24
ZAMURO,11:00,2020-09-24
VACA,12:00,2020-09-24
TIGRE,01:00,2020-09-24
CERDO,09:00,2023-08-08
CULEBRA,10:00,2023-08-08
PESCADO,11:00,2023-08-08
VENADO,12:00,2023-08-08
LAPA,01:00,2023-08-08
ZAMURO,02:00,2023-08-08
TIGRE,03:00,2023-08-08
IGUANA,04:00,2023-08-08
DELFÍN,05:00,2023-08-08
CARNERO,06:00,2023-08-08
GALLO,07:00,2023-08-08
ALACRÁN,09:00,2020-11-09
CARNERO,10:00,2020-11-09
MONO,11:00,2020-11-09
CULEBRA,12:00,2020-11-09
CIEMPIÉS,01:00,2020-11-09
GALLO,03:00,2020-11-09
CAIMÁN,04:00,2020-11-09
ARDILLA,05:00,2020-11-09
DELFÍN,06:00,2020-11-09
PAVO,07:00,2020-11-09
LAPA,09:00,2020-09-29
VACA,10:00,2020-09-29
ZAMURO,11:00,2020-09-29
BURRO,12:00,2020-09-29
DELFÍN,01:00,2020-09-29
CIEMPIÉS,09:00,2021-07-24
IGUANA,10:00,2021-07-24
PALOMA,11:00,2021-07-24
ELEFANTE,12:00,2021-07-24
TORO,01:00,2021-07-24
VENADO,03:00,2021-07-24
RATÓN,04:00,2021-07-24
PESCADO,05:00,2021-07-24
VENADO,06:00,2021-07-24
BURRO,07:00,2021-07-24
PAVO,09:00,2022-08-02
BURRO,10:00,2022-08-02
CERDO,11:00,2022-08-02
RATÓN,12:00,2022-08-02
GALLINA,01:00,2022-08-02
GALLINA,02:00,2022-08-02
TORO,03:00,2022-08-02
BALLENA,04:00,2022-08-02
VACA,05:00,2022-08-02
TORO,06:00,2022-08-02
PERRO,07:00,2022-08-02
GATO,09:00,2023-09-25
PESCADO,10:00,2023-09-25
LAPA,11:00,2023-09-25
OSO,12:00,2023-09-25
ARDILLA,01:00,2023-09-25
PALOMA,02:00,2023-09-25
PERICO,03:00,2023-09-25
CIEMPIÉS,04:00,2023-09-25
RANA,05:00,2023-09-25
TIGRE,06:00,2023-09-25
OSO,07:00,2023-09-25
PALOMA,09:00,2021-06-28
BURRO,10:00,2021-06-28
ARDILLA,11:00,2021-06-28
BALLENA,12:00,2021-06-28
BALLENA,01:00,2021-06-28
RATÓN,03:00,2021-06-28
GALLO,04:00,2021-06-28
DELFÍN,05:00,2021-06-28
PERICO,06:00,2021-06-28
ELEFANTE,07:00,2021-06-28
GALLINA,09:00,2020-12-30
LAPA,10:00,2020-12-30
ALACRÁN,11:00,2020-12-30
TORO,12:00,2020-12-30
BALLENA,01:00,2020-12-30
JIRAFA,03:00,2020-12-30
GALLO,04:00,2020-12-30
MONO,05:00,2020-12-30
CAMELLO,06:00,2020-12-30
CHIVO,07:00,2020-12-30
BALLENA,09:00,2022-04-12
LAPA,10:00,2022-04-12
RATÓN,11:00,2022-04-12
ZAMURO,12:00,2022-04-12
RATÓN,01:00,2022-04-12
LEÓN,02:00,2022-04-12
IGUANA,03:00,2022-04-12
DELFÍN,04:00,2022-04-12
GALLINA,05:00,2022-04-12
ÁGUILA,06:00,2022-04-12
LEÓN,07:00,2022-04-12
IGUANA,09:00,2021-12-29
DELFÍN,10:00,2021-12-29
ÁGUILA,11:00,2021-12-29
LEÓN,12:00,2021-12-29
BALLENA,01:00,2021-12-29
ARDILLA,02:00,2021-12-29
GATO,03:00,2021-12-29
MONO,04:00,2021-12-29
PERICO,05:00,2021-12-29
VACA,06:00,2021-12-29
CABALLO,07:00,2021-12-29
VACA,10:00,2020-09-14
BALLENA,11:00,2020-09-14
CULEBRA,12:00,2020-09-14
PALOMA,09:00,2021-04-05
LEÓN,10:00,2021-04-05
PERICO,11:00,2021-04-05
PERICO,12:00,2021-04-05
BURRO,01:00,2021-04-05
VENADO,03:00,2021-04-05
ZAMURO,04:00,2021-04-05
CIEMPIÉS,05:00,2021-04-05
GALLINA,06:00,2021-04-05
JIRAFA,07:00,2021-04-05
GATO,09:00,2020-02-10
CARNERO,10:00,2020-02-10
JIRAFA,11:00,2020-02-10
CAIMÁN,12:00,2020-02-10
GALLO,01:00,2020-02-10
DELFÍN,03:00,2020-02-10
PAVO,04:00,2020-02-10
BURRO,05:00,2020-02-10
PERICO,06:00,2020-02-10
RANA,07:00,2020-02-10
MONO,09:00,2020-12-03
ELEFANTE,10:00,2020-12-03
VACA,11:00,2020-12-03
CHIVO,12:00,2020-12-03
PAVO,01:00,2020-12-03
PERRO,03:00,2020-12-03
RATÓN,04:00,2020-12-03
BURRO,05:00,2020-12-03
BURRO,06:00,2020-12-03
CABALLO,07:00,2020-12-03
CERDO,09:00,2024-01-02
CARNERO,10:00,2024-01-02
CAMELLO,11:00,2024-01-02
JIRAFA,12:00,2024-01-02
BURRO,01:00,2024-01-02
OSO,02:00,2024-01-02
CHIVO,03:00,2024-01-02
CAIMÁN,04:00,2024-01-02
ARDILLA,05:00,2024-01-02
VACA,06:00,2024-01-02
ZORRO,07:00,2024-01-02
ARDILLA,09:00,2021-09-01
TIGRE,10:00,2021-09-01
GATO,11:00,2021-09-01
ZAMURO,12:00,2021-09-01
CAIMÁN,01:00,2021-09-01
ÁGUILA,03:00,2021-09-01
BALLENA,04:00,2021-09-01
LAPA,05:00,2021-09-01
PERICO,06:00,2021-09-01
CABALLO,07:00,2021-09-01
VENADO,09:00,2023-08-06
GALLO,10:00,2023-08-06
BURRO,11:00,2023-08-06
CERDO,12:00,2023-08-06
PESCADO,01:00,2023-08-06
MONO,02:00,2023-08-06
TIGRE,03:00,2023-08-06
ZAMURO,04:00,2023-08-06
GATO,05:00,2023-08-06
VACA,06:00,2023-08-06
ALACRÁN,07:00,2023-08-06
CEBRA,09:00,2023-09-18
ZAMURO,10:00,2023-09-18
CAMELLO,11:00,2023-09-18
VACA,12:00,2023-09-18
MONO,01:00,2023-09-18
ZORRO,02:00,2023-09-18
OSO,03:00,2023-09-18
IGUANA,04:00,2023-09-18
GATO,05:00,2023-09-18
PERICO,06:00,2023-09-18
IGUANA,07:00,2023-09-18
MONO,09:00,2021-08-24
LEÓN,10:00,2021-08-24
PERICO,11:00,2021-08-24
VACA,12:00,2021-08-24
PAVO,01:00,2021-08-24
ELEFANTE,03:00,2021-08-24
CARNERO,04:00,2021-08-24
ZAMURO,05:00,2021-08-24
JIRAFA,06:00,2021-08-24
ÁGUILA,07:00,2021-08-24
RATÓN,09:00,2023-07-05
CEBRA,10:00,2023-07-05
JIRAFA,11:00,2023-07-05
TORO,12:00,2023-07-05
CAMELLO,01:00,2023-07-05
CULEBRA,02:00,2023-07-05
CABALLO,03:00,2023-07-05
LAPA,04:00,2023-07-05
CHIVO,05:00,2023-07-05
CIEMPIÉS,06:00,2023-07-05
CHIVO,07:00,2023-07-05
LAPA,09:00,2022-06-12
CARNERO,10:00,2022-06-12
RANA,11:00,2022-06-12
CERDO,12:00,2022-06-12
RANA,01:00,2022-06-12
GALLO,02:00,2022-06-12
PERRO,03:00,2022-06-12
ZORRO,04:00,2022-06-12
PESCADO,05:00,2022-06-12
CAIMÁN,06:00,2022-06-12
PERICO,07:00,2022-06-12
BALLENA,09:00,2020-03-09
PERICO,10:00,2020-03-09
JIRAFA,11:00,2020-03-09
ARDILLA,12:00,2020-03-09
LEÓN,01:00,2020-03-09
CAIMÁN,03:00,2020-03-09
LAPA,04:00,2020-03-09
DELFÍN,05:00,2020-03-09
BURRO,06:00,2020-03-09
CERDO,07:00,2020-03-09
CIEMPIÉS,09:00,2020-11-23
TORO,10:00,2020-11-23
CAIMÁN,11:00,2020-11-23
ARDILLA,12:00,2020-11-23
IGUANA,01:00,2020-11-23
JIRAFA,03:00,2020-11-23
CAMELLO,04:00,2020-11-23
PERRO,05:00,2020-11-23
GATO,06:00,2020-11-23
PALOMA,07:00,2020-11-23
GATO,09:00,2020-10-20
GALLO,10:00,2020-10-20
MONO,11:00,2020-10-20
BALLENA,12:00,2020-10-20
ZAMURO,01:00,2020-10-20
CAMELLO,03:00,2020-10-20
BURRO,04:00,2020-10-20
VACA,05:00,2020-10-20
TIGRE,06:00,2020-10-20
LAPA,07:00,2020-10-20
RANA,09:00,2020-10-09
MONO,10:00,2020-10-09
DELFÍN,11:00,2020-10-09
PALOMA,12:00,2020-10-09
CABALLO,01:00,2020-10-09
TIGRE,03:00,2020-10-09
JIRAFA,04:00,2020-10-09
TORO,05:00,2020-10-09
CULEBRA,06:00,2020-10-09
RANA,07:00,2020-10-09
CHIVO,09:00,2021-01-07
TIGRE,10:00,2021-01-07
BALLENA,11:00,2021-01-07
PAVO,12:00,2021-01-07
RANA,01:00,2021-01-07
MONO,03:00,2021-01-07
CIEMPIÉS,04:00,2021-01-07
ÁGUILA,05:00,2021-01-07
GATO,06:00,2021-01-07
CULEBRA,07:00,2021-01-07
JIRAFA,09:00,2021-06-19
CAMELLO,10:00,2021-06-19
ZAMURO,11:00,2021-06-19
CIEMPIÉS,12:00,2021-06-19
JIRAFA,01:00,2021-06-19
RANA,03:00,2021-06-19
GATO,04:00,2021-06-19
CERDO,05:00,2021-06-19
CABALLO,06:00,2021-06-19
TORO,07:00,2021-06-19
ARDILLA,09:00,2021-10-06
GATO,10:00,2021-10-06
ZAMURO,11:00,2021-10-06
IGUANA,12:00,2021-10-06
CULEBRA,01:00,2021-10-06
LAPA,02:00,2021-10-06
PERICO,03:00,2021-10-06
GALLINA,04:00,2021-10-06
PERRO,05:00,2021-10-06
CABALLO,06:00,2021-10-06
VENADO,07:00,2021-10-06
GALLINA,09:00,2023-06-20
CIEMPIÉS,10:00,2023-06-20
PERRO,11:00,2023-06-20
TORO,12:00,2023-06-20
ALACRÁN,01:00,2023-06-20
CHIVO,02:00,2023-06-20
MONO,03:00,2023-06-20
JIRAFA,04:00,2023-06-20
BURRO,05:00,2023-06-20
LEÓN,06:00,2023-06-20
PESCADO,07:00,2023-06-20
ZAMURO,09:00,2021-08-02
OSO,10:00,2021-08-02
ELEFANTE,11:00,2021-08-02
PAVO,12:00,2021-08-02
CARNERO,01:00,2021-08-02
GALLO,03:00,2021-08-02
ZAMURO,04:00,2021-08-02
CERDO,05:00,2021-08-02
OSO,06:00,2021-08-02
ZORRO,07:00,2021-08-02
ALACRÁN,09:00,2021-04-14
MONO,10:00,2021-04-14
ARDILLA,11:00,2021-04-14
JIRAFA,12:00,2021-04-14
GALLO,01:00,2021-04-14
PAVO,03:00,2021-04-14
ZAMURO,04:00,2021-04-14
CAMELLO,05:00,2021-04-14
CIEMPIÉS,06:00,2021-04-14
PAVO,07:00,2021-04-14
VENADO,09:00,2021-06-30
ZORRO,10:00,2021-06-30
CABALLO,11:00,2021-06-30
CAMELLO,12:00,2021-06-30
DELFÍN,01:00,2021-06-30
TIGRE,03:00,2021-06-30
ÁGUILA,04:00,2021-06-30
BURRO,05:00,2021-06-30
CAMELLO,06:00,2021-06-30
TORO,07:00,2021-06-30
CARNERO,09:00,2023-12-24
VACA,10:00,2023-12-24
CEBRA,11:00,2023-12-24
GALLINA,12:00,2023-12-24
PERRO,01:00,2023-12-24
PERICO,09:00,2022-03-05
PESCADO,10:00,2022-03-05
MONO,11:00,2022-03-05
ZORRO,12:00,2022-03-05
VACA,01:00,2022-03-05
CARNERO,02:00,2022-03-05
PAVO,03:00,2022-03-05
ELEFANTE,04:00,2022-03-05
IGUANA,05:00,2022-03-05
ALACRÁN,06:00,2022-03-05
JIRAFA,07:00,2022-03-05
CEBRA,09:00,2021-06-20
ELEFANTE,10:00,2021-06-20
PERRO,11:00,2021-06-20
GATO,12:00,2021-06-20
ALACRÁN,01:00,2021-06-20
GALLO,03:00,2021-06-20
ZAMURO,04:00,2021-06-20
LEÓN,05:00,2021-06-20
OSO,06:00,2021-06-20
CULEBRA,07:00,2021-06-20
IGUANA,09:00,2021-01-13
CABALLO,10:00,2021-01-13
GALLINA,11:00,2021-01-13
CERDO,12:00,2021-01-13
PAVO,01:00,2021-01-13
ARDILLA,03:00,2021-01-13
CEBRA,04:00,2021-01-13
GALLO,05:00,2021-01-13
ELEFANTE,06:00,2021-01-13
CAIMÁN,07:00,2021-01-13
CAMELLO,09:00,2023-06-29
GALLINA,10:00,2023-06-29
GATO,11:00,2023-06-29
BURRO,12:00,2023-06-29
TORO,01:00,2023-06-29
CARNERO,02:00,2023-06-29
RANA,03:00,2023-06-29
VENADO,04:00,2023-06-29
RATÓN,05:00,2023-06-29
PALOMA,06:00,2023-06-29
PALOMA,07:00,2023-06-29
VENADO,09:00,2022-01-05
BALLENA,10:00,2022-01-05
ZAMURO,11:00,2022-01-05
TIGRE,12:00,2022-01-05
IGUANA,01:00,2022-01-05
CERDO,02:00,2022-01-05
PAVO,03:00,2022-01-05
ZORRO,04:00,2022-01-05
MONO,05:00,2022-01-05
JIRAFA,06:00,2022-01-05
PESCADO,07:00,2022-01-05
OSO,09:00,2022-06-26
GATO,10:00,2022-06-26
RATÓN,11:00,2022-06-26
CAIMÁN,12:00,2022-06-26
ARDILLA,01:00,2022-06-26
ZAMURO,02:00,2022-06-26
IGUANA,03:00,2022-06-26
BURRO,04:00,2022-06-26
PALOMA,05:00,2022-06-26
BALLENA,06:00,2022-06-26
CERDO,07:00,2022-06-26
RANA,09:00,2021-11-05
CERDO,10:00,2021-11-05
CARNERO,11:00,2021-11-05
OSO,12:00,2021-11-05
PERICO,01:00,2021-11-05
ÁGUILA,02:00,2021-11-05
TORO,03:00,2021-11-05
LAPA,04:00,2021-11-05
VENADO,05:00,2021-11-05
CABALLO,06:00,2021-11-05
CHIVO,07:00,2021-11-05
GALLO,09:00,2023-06-27
CIEMPIÉS,10:00,2023-06-27
LAPA,11:00,2023-06-27
CAMELLO,12:00,2023-06-27
LEÓN,01:00,2023-06-27
OSO,02:00,2023-06-27
PERICO,03:00,2023-06-27
JIRAFA,04:00,2023-06-27
DELFÍN,05:00,2023-06-27
MONO,06:00,2023-06-27
TIGRE,07:00,2023-06-27
DELFÍN,09:00,2021-11-22
PERICO,10:00,2021-11-22
CABALLO,11:00,2021-11-22
OSO,12:00,2021-11-22
CIEMPIÉS,01:00,2021-11-22
GATO,02:00,2021-11-22
CARNERO,03:00,2021-11-22
CHIVO,04:00,2021-11-22
MONO,05:00,2021-11-22
RANA,06:00,2021-11-22
GALLO,07:00,2021-11-22
CHIVO,09:00,2021-06-06
IGUANA,10:00,2021-06-06
CEBRA,11:00,2021-06-06
OSO,12:00,2021-06-06
ELEFANTE,01:00,2021-06-06
GALLO,03:00,2021-06-06
JIRAFA,04:00,2021-06-06
RATÓN,05:00,2021-06-06
VENADO,06:00,2021-06-06
OSO,07:00,2021-06-06
ARDILLA,09:00,2022-07-19
LAPA,10:00,2022-07-19
GALLO,11:00,2022-07-19
IGUANA,12:00,2022-07-19
VACA,01:00,2022-07-19
TIGRE,02:00,2022-07-19
CEBRA,03:00,2022-07-19
TIGRE,04:00,2022-07-19
GALLINA,05:00,2022-07-19
IGUANA,06:00,2022-07-19
BURRO,07:00,2022-07-19
PALOMA,09:00,2021-04-17
IGUANA,10:00,2021-04-17
GALLINA,11:00,2021-04-17
LAPA,12:00,2021-04-17
DELFÍN,01:00,2021-04-17
MONO,03:00,2021-04-17
VACA,04:00,2021-04-17
CABALLO,05:00,2021-04-17
VACA,06:00,2021-04-17
ZORRO,07:00,2021-04-17
TIGRE,09:00,2022-12-07
CULEBRA,10:00,2022-12-07
RATÓN,11:00,2022-12-07
CARNERO,12:00,2022-12-07
CHIVO,01:00,2022-12-07
ZORRO,02:00,2022-12-07
ALACRÁN,03:00,2022-12-07
MONO,04:00,2022-12-07
VACA,05:00,2022-12-07
CHIVO,06:00,2022-12-07
GALLINA,07:00,2022-12-07
ZORRO,09:00,2022-08-11
PERRO,10:00,2022-08-11
CIEMPIÉS,11:00,2022-08-11
CERDO,12:00,2022-08-11
BURRO,01:00,2022-08-11
LEÓN,02:00,2022-08-11
ARDILLA,03:00,2022-08-11
OSO,04:00,2022-08-11
OSO,05:00,2022-08-11
CHIVO,06:00,2022-08-11
TORO,07:00,2022-08-11
BURRO,09:00,2024-03-27
CAMELLO,10:00,2024-03-27
ELEFANTE,11:00,2024-03-27
PAVO,12:00,2024-03-27
TIGRE,01:00,2024-03-27
TORO,02:00,2024-03-27
GALLINA,03:00,2024-03-27
CHIVO,04:00,2024-03-27
ELEFANTE,05:00,2024-03-27
RANA,06:00,2024-03-27
LEÓN,07:00,2024-03-27
ARDILLA,09:00,2020-02-09
CAMELLO,10:00,2020-02-09
PERRO,11:00,2020-02-09
OSO,12:00,2020-02-09
ALACRÁN,01:00,2020-02-09
PERICO,03:00,2020-02-09
JIRAFA,04:00,2020-02-09
CIEMPIÉS,05:00,2020-02-09
TORO,06:00,2020-02-09
LAPA,07:00,2020-02-09
CHIVO,09:00,2023-06-18
CAIMÁN,10:00,2023-06-18
ELEFANTE,11:00,2023-06-18
LEÓN,12:00,2023-06-18
ARDILLA,01:00,2023-06-18
PESCADO,02:00,2023-06-18
IGUANA,03:00,2023-06-18
MONO,04:00,2023-06-18
JIRAFA,05:00,2023-06-18
DELFÍN,06:00,2023-06-18
ÁGUILA,07:00,2023-06-18
MONO,09:00,2022-08-01
PAVO,10:00,2022-08-01
IGUANA,11:00,2022-08-01
CARNERO,12:00,2022-08-01
IGUANA,01:00,2022-08-01
PERRO,02:00,2022-08-01
RANA,03:00,2022-08-01
ZAMURO,04:00,2022-08-01
CAMELLO,05:00,2022-08-01
CHIVO,06:00,2022-08-01
CARNERO,07:00,2022-08-01
CIEMPIÉS,09:00,2020-09-30
RATÓN,10:00,2020-09-30
CERDO,11:00,2020-09-30
VACA,12:00,2020-09-30
LEÓN,01:00,2020-09-30
PERRO,03:00,2020-09-30
JIRAFA,04:00,2020-09-30
CAMELLO,05:00,2020-09-30
CHIVO,06:00,2020-09-30
GALLINA,07:00,2020-09-30
PALOMA,09:00,2023-10-11
TIGRE,10:00,2023-10-11
CHIVO,11:00,2023-10-11
PERRO,12:00,2023-10-11
ARDILLA,01:00,2023-10-11
PERICO,02:00,2023-10-11
CAIMÁN,03:00,2023-10-11
VACA,04:00,2023-10-11
RATÓN,05:00,2023-10-11
CAMELLO,06:00,2023-10-11
PESCADO,07:00,2023-10-11
CARNERO,09:00,2022-12-17
ELEFANTE,10:00,2022-12-17
VENADO,11:00,2022-12-17
CULEBRA,12:00,2022-12-17
PESCADO,01:00,2022-12-17
GALLINA,02:00,2022-12-17
PERICO,03:00,2022-12-17
PALOMA,04:00,2022-12-17
GALLO,05:00,2022-12-17
VACA,06:00,2022-12-17
VACA,07:00,2022-12-17
CHIVO,09:00,2021-07-22
ALACRÁN,10:00,2021-07-22
TIGRE,11:00,2021-07-22
PALOMA,12:00,2021-07-22
CHIVO,01:00,2021-07-22
ARDILLA,03:00,2021-07-22
CIEMPIÉS,04:00,2021-07-22
CAMELLO,05:00,2021-07-22
TORO,06:00,2021-07-22
RATÓN,07:00,2021-07-22
GATO,09:00,2021-09-30
PERRO,10:00,2021-09-30
ZAMURO,11:00,2021-09-30
MONO,12:00,2021-09-30
PERRO,01:00,2021-09-30
ÁGUILA,02:00,2021-09-30
ARDILLA,03:00,2021-09-30
CAMELLO,04:00,2021-09-30
PALOMA,05:00,2021-09-30
TIGRE,06:00,2021-09-30
CHIVO,07:00,2021-09-30
ALACRÁN,09:00,2021-08-12
LEÓN,10:00,2021-08-12
PESCADO,11:00,2021-08-12
CULEBRA,12:00,2021-08-12
ARDILLA,01:00,2021-08-12
CEBRA,03:00,2021-08-12
CERDO,04:00,2021-08-12
LEÓN,05:00,2021-08-12
VACA,06:00,2021-08-12
MONO,07:00,2021-08-12
DELFÍN,09:00,2023-04-24
GATO,10:00,2023-04-24
BURRO,11:00,2023-04-24
GALLINA,12:00,2023-04-24
ALACRÁN,01:00,2023-04-24
VENADO,02:00,2023-04-24
PERRO,03:00,2023-04-24
ÁGUILA,04:00,2023-04-24
CABALLO,05:00,2023-04-24
ZAMURO,06:00,2023-04-24
ZORRO,07:00,2023-04-24
CAIMÁN,09:00,2022-10-31
ÁGUILA,10:00,2022-10-31
PESCADO,11:00,2022-10-31
CEBRA,12:00,2022-10-31
JIRAFA,01:00,2022-10-31
VENADO,02:00,2022-10-31
BURRO,03:00,2022-10-31
CERDO,04:00,2022-10-31
ZORRO,05:00,2022-10-31
DELFÍN,06:00,2022-10-31
CAIMÁN,07:00,2022-10-31
ALACRÁN,09:00,2023-10-23
CAMELLO,10:00,2023-10-23
PERICO,11:00,2023-10-23
CEBRA,12:00,2023-10-23
ZORRO,01:00,2023-10-23
ÁGUILA,02:00,2023-10-23
CHIVO,03:00,2023-10-23
PALOMA,04:00,2023-10-23
ALACRÁN,05:00,2023-10-23
RANA,06:00,2023-10-23
CERDO,07:00,2023-10-23
BURRO,09:00,2022-05-17
CEBRA,10:00,2022-05-17
TIGRE,11:00,2022-05-17
ÁGUILA,12:00,2022-05-17
TORO,01:00,2022-05-17
PESCADO,02:00,2022-05-17
ZAMURO,03:00,2022-05-17
PERICO,04:00,2022-05-17
DELFÍN,05:00,2022-05-17
PESCADO,06:00,2022-05-17
CABALLO,07:00,2022-05-17
ÁGUILA,09:00,2020-10-21
CAIMÁN,10:00,2020-10-21
DELFÍN,11:00,2020-10-21
PERRO,12:00,2020-10-21
VENADO,01:00,2020-10-21
CEBRA,03:00,2020-10-21
PAVO,04:00,2020-10-21
LAPA,05:00,2020-10-21
ZAMURO,06:00,2020-10-21
LEÓN,07:00,2020-10-21
CAIMÁN,09:00,2021-09-16
ZAMURO,10:00,2021-09-16
RATÓN,11:00,2021-09-16
PERICO,12:00,2021-09-16
GALLINA,01:00,2021-09-16
ÁGUILA,03:00,2021-09-16
CERDO,04:00,2021-09-16
BALLENA,05:00,2021-09-16
CULEBRA,06:00,2021-09-16
CEBRA,07:00,2021-09-16
PAVO,10:00,2020-09-10
PERICO,11:00,2020-09-10
RATÓN,12:00,2020-09-10
PAVO,09:00,2022-08-09
CHIVO,10:00,2022-08-09
CIEMPIÉS,11:00,2022-08-09
ZAMURO,12:00,2022-08-09
PERRO,01:00,2022-08-09
BURRO,02:00,2022-08-09
DELFÍN,03:00,2022-08-09
VENADO,04:00,2022-08-09
ARDILLA,05:00,2022-08-09
CAMELLO,06:00,2022-08-09
IGUANA,07:00,2022-08-09
BALLENA,09:00,2024-01-31
LAPA,10:00,2024-01-31
TIGRE,11:00,2024-01-31
IGUANA,12:00,2024-01-31
CHIVO,01:00,2024-01-31
CERDO,02:00,2024-01-31
CAIMÁN,03:00,2024-01-31
PALOMA,04:00,2024-01-31
ELEFANTE,05:00,2024-01-31
GALLINA,06:00,2024-01-31
CEBRA,07:00,2024-01-31
PESCADO,09:00,2021-06-14
LAPA,10:00,2021-06-14
CARNERO,11:00,2021-06-14
CEBRA,12:00,2021-06-14
VACA,01:00,2021-06-14
CHIVO,03:00,2021-06-14
GALLINA,04:00,2021-06-14
ÁGUILA,05:00,2021-06-14
VACA,06:00,2021-06-14
ZORRO,07:00,2021-06-14
CHIVO,09:00,2021-12-11
PALOMA,10:00,2021-12-11
RANA,11:00,2021-12-11
ZORRO,12:00,2021-12-11
ELEFANTE,01:00,2021-12-11
TORO,02:00,2021-12-11
CARNERO,03:00,2021-12-11
ÁGUILA,04:00,2021-12-11
DELFÍN,05:00,2021-12-11
ZORRO,06:00,2021-12-11
BALLENA,07:00,2021-12-11
GALLINA,09:00,2022-08-06
CERDO,10:00,2022-08-06
IGUANA,11:00,2022-08-06
ZAMURO,12:00,2022-08-06
GATO,01:00,2022-08-06
